0	1	5.63215701e-01
1	2	1.12924862e-01
1	3	1.05666974e-01
0	4	6.09223191e-01
4	5	1.53570594e-01
4	6	1.20873570e-01
0	7	5.36991331e-01
7	8	1.17602661e-01
7	9	8.89739403e-02
0	10	5.60802307e-01
10	11	1.65070053e-01
10	12	8.62084289e-02
0	13	5.08408243e-01
13	14	9.79139346e-02
13	15	1.46832095e-01
0	16	5.75623144e-01
16	17	1.12434847e-01
16	18	1.01747638e-01
0	19	5.42373285e-01
19	20	3.69460665e-02
19	21	1.78664330e-01
0	22	5.98679164e-01
22	23	1.49580969e-01
22	24	1.16570788e-01
0	25	4.39343317e-01
25	26	1.68407989e-01
25	27	1.43871985e-01
0	28	5.60819328e-01
28	29	9.95993838e-02
28	30	8.37672786e-02
0	31	5.32987005e-01
31	32	9.99936991e-02
31	33	7.77728189e-02
0	34	5.65665519e-01
34	35	1.59724297e-01
34	36	8.92845541e-02
0	37	5.26180752e-01
37	38	1.23581941e-01
37	39	1.13025456e-01
0	40	5.02834528e-01
40	41	1.39578441e-01
40	42	7.90398436e-02
0	43	5.95824644e-01
43	44	9.08514344e-02
43	45	1.17735347e-01
0	46	6.16251696e-01
46	47	8.58810152e-02
46	48	8.16278497e-02
0	49	5.41254596e-01
49	50	8.21944192e-02
49	51	1.38505245e-01
0	52	5.51303654e-01
52	53	8.78720954e-02
52	54	2.00634248e-01
0	55	5.42408627e-01
55	56	1.45248175e-01
55	57	1.03968874e-01
0	58	6.33357867e-01
58	59	1.87641009e-01
58	60	1.57990628e-01
0	61	5.26800339e-01
61	62	1.02315626e-01
61	63	1.24747298e-01
0	64	7.03437498e-01
0	65	7.25415335e-01
0	66	6.13210430e-01
0	67	6.59138927e-01
0	68	7.00647527e-01
0	69	7.34833918e-01
0	70	7.86101241e-01
0	71	7.30344555e-01
0	72	6.58191599e-01
0	73	6.58861902e-01
0	74	6.94169443e-01
0	75	7.71526531e-01
0	76	5.86013550e-01
0	77	6.62998929e-01
0	78	6.52192647e-01
0	79	7.02905631e-01
0	80	7.15422118e-01
0	81	5.96387453e-01
0	82	7.41093743e-01
0	83	6.39030867e-01
0	84	6.08525360e-01
0	85	5.17771735e-01
