0	1	2.05129871e-01
1	2	1.28911484e-01
2	3	9.31894886e-02
2	4	1.99802750e-01
1	5	1.67016841e-01
5	6	1.93732888e-01
5	7	1.61620629e-01
0	8	1.09277119e-01
8	9	1.16978798e-01
9	10	1.58708778e-01
10	11	1.20143574e-01
11	12	1.50839084e-01
12	13	1.23505965e-01
13	14	1.73754847e-01
14	15	1.00676989e-01
14	16	1.23938632e-01
13	17	1.45592637e-01
17	18	1.08063357e-01
17	19	1.46294872e-01
12	20	1.45820662e-01
20	21	1.91781921e-01
21	22	9.44075850e-02
21	23	1.21374658e-01
20	24	1.88073623e-01
24	25	1.63183995e-01
24	26	1.04298143e-01
11	27	1.17520612e-01
27	28	2.09623800e-01
28	29	1.62850104e-01
29	30	1.33291030e-01
29	31	1.23794587e-01
28	32	1.45375894e-01
32	33	1.18350804e-01
32	34	1.58276802e-01
27	35	1.82937487e-01
35	36	1.44994257e-01
36	37	1.59032049e-01
36	38	9.34333865e-02
35	39	1.40058966e-01
39	40	1.31392956e-01
39	41	1.12707064e-01
10	42	7.80149725e-02
42	43	1.60152419e-01
43	44	1.89386534e-01
44	45	1.32551100e-01
45	46	1.72500660e-01
45	47	1.02686133e-01
44	48	1.76839483e-01
48	49	1.64270570e-01
48	50	1.57486186e-01
43	51	1.35626797e-01
51	52	2.02843547e-01
52	53	1.38095651e-01
52	54	1.33645489e-01
51	55	1.60718188e-01
55	56	1.10643215e-01
55	57	1.13259092e-01
42	58	1.32271931e-01
58	59	1.52175272e-01
59	60	1.83730646e-01
60	61	1.07027154e-01
60	62	1.18732964e-01
59	63	1.76891885e-01
63	64	2.90140213e-02
63	65	1.70808961e-01
58	66	1.65959509e-01
66	67	1.14109640e-01
67	68	1.16755424e-01
67	69	1.32179978e-01
66	70	1.82289842e-01
70	71	1.44525350e-01
70	72	9.84519756e-02
9	73	8.96956568e-02
73	74	1.52077077e-01
74	75	1.32176894e-01
75	76	1.96418470e-01
76	77	1.25080235e-01
76	78	1.15797860e-01
75	79	1.41241295e-01
79	80	1.84542206e-01
79	81	1.40744718e-01
74	82	1.56697948e-01
82	83	1.90516580e-01
83	84	1.20179729e-01
83	85	1.40889098e-01
82	86	7.60266764e-02
86	87	1.61126040e-01
86	88	2.16294774e-01
73	89	1.31077053e-01
89	90	1.83426394e-01
90	91	1.46399179e-01
91	92	1.02944820e-01
91	93	9.76786362e-02
90	94	1.94135017e-01
94	95	1.54647619e-01
94	96	1.61547869e-01
89	97	1.14016672e-01
97	98	9.56708873e-02
98	99	1.81390763e-01
98	100	1.43846719e-01
97	101	2.25944793e-01
101	102	8.39615564e-02
101	103	1.06961840e-01
8	104	1.40630006e-01
104	105	1.39533290e-01
105	106	1.94145378e-01
106	107	1.12847801e-01
106	108	9.11573844e-02
105	109	2.17295229e-01
109	110	7.95126397e-02
109	111	8.79228304e-02
104	112	1.04537119e-01
112	113	1.46979031e-01
113	114	1.47468251e-01
113	115	7.63590072e-02
112	116	1.76420531e-01
116	117	1.89538385e-01
116	118	1.08921659e-01
0	119	1.42122643e-01
119	120	1.42592874e-01
120	121	8.32940610e-02
120	122	1.42680031e-01
119	123	1.11177546e-01
123	124	1.31753764e-01
123	125	8.50282857e-02
