0	1	3.05511953e-01
1	2	7.56969359e-02
2	3	8.78720954e-02
2	4	2.00634248e-01
1	5	1.21002713e-01
5	6	1.87641009e-01
5	7	1.57990628e-01
0	8	1.36127917e-01
8	9	1.14971947e-01
9	10	1.58340668e-01
10	11	1.22725523e-01
11	12	1.53069215e-01
12	13	1.26063811e-01
13	14	1.17122918e-01
14	15	1.02315626e-01
14	16	1.24747298e-01
13	17	1.27430621e-01
17	18	6.86829192e-02
17	19	1.09630937e-01
12	20	1.50555002e-01
20	21	1.27044938e-01
21	22	1.12924862e-01
21	23	1.05666974e-01
20	24	1.67473196e-01
24	25	1.11595503e-01
24	26	8.85650135e-02
11	27	1.30894630e-01
27	28	2.12227164e-01
28	29	1.08526521e-01
29	30	1.49580969e-01
29	31	1.16570788e-01
28	32	1.53285999e-01
32	33	6.27705119e-02
32	34	1.02726457e-01
27	35	1.67130860e-01
35	36	1.04491828e-01
36	37	1.59724297e-01
36	38	8.92845541e-02
35	39	7.43414985e-02
39	40	1.45248175e-01
39	41	1.03968874e-01
10	42	8.22247870e-02
42	43	1.64399887e-01
43	44	2.13012412e-01
44	45	8.12019135e-02
45	46	1.65070053e-01
45	47	8.62084289e-02
44	48	1.56465898e-01
48	49	1.09392156e-01
48	50	1.17199486e-01
43	51	1.35676238e-01
51	52	1.64057126e-01
52	53	1.53570594e-01
52	54	1.20873570e-01
51	55	1.25498926e-01
55	56	1.17602661e-01
55	57	8.89739403e-02
42	58	1.38466951e-01
58	59	1.50805218e-01
59	60	1.52327436e-01
60	61	1.12434847e-01
60	62	1.01747638e-01
59	63	1.17782273e-01
63	64	3.69460665e-02
63	65	1.78664330e-01
58	66	1.82010190e-01
66	67	6.26619377e-02
67	68	9.79139346e-02
67	69	1.46832095e-01
66	70	1.53666962e-01
70	71	6.38422706e-02
70	72	6.07320124e-02
9	73	9.78756863e-02
73	74	1.61795385e-01
74	75	1.36869767e-01
75	76	1.46614328e-01
76	77	1.23581941e-01
76	78	1.13025456e-01
75	79	1.12864793e-01
79	80	1.54204367e-01
79	81	1.00261374e-01
74	82	1.72724714e-01
82	83	1.60226782e-01
83	84	7.10458749e-02
83	85	8.85423360e-02
82	86	9.07097266e-02
86	87	8.20445011e-02
86	88	1.27744466e-01
73	89	1.34136256e-01
89	90	1.80837944e-01
90	91	1.15877714e-01
91	92	9.99936991e-02
91	93	7.77728189e-02
90	94	1.62889434e-01
94	95	1.32424287e-01
94	96	1.44431473e-01
89	97	1.39368855e-01
97	98	4.07762853e-02
98	99	1.68407989e-01
98	100	1.43871985e-01
97	101	1.56242809e-01
101	102	9.95993838e-02
101	103	8.37672786e-02
8	104	1.72730346e-01
104	105	1.38324323e-01
105	106	1.22535911e-01
106	107	9.08514344e-02
106	108	1.17735347e-01
105	109	1.44868935e-01
109	110	8.58810152e-02
109	111	8.16278497e-02
104	112	1.12231682e-01
112	113	7.69195155e-02
113	114	1.39578441e-01
113	115	7.90398436e-02
112	116	1.45384995e-01
116	117	1.26620924e-01
116	118	5.74234910e-02
0	119	1.65985557e-01
119	120	8.21405694e-02
120	121	8.21944192e-02
120	122	1.38505245e-01
119	123	9.48850842e-02
123	124	7.76927958e-02
123	125	2.76199121e-02
